GRADUATEYEAR,STUDENTID,กฏหมายพื้นฐานเพื่อคุณภาพชีวิต,การจัดการการดำเนินชีวิต,การตรวจวัดสัญญาณและการดำเนินงานสำหรับอินเทอร์เน็ตของสรรพสิ่ง,การตลาดดิจิทัล,การบริหารการผลิต,การประมวลผลรูปภาพดิจิทัล,การประมวลผลแบบกลุ่มเมฆ,การพัฒนาโปรแกรมประยุกต์บนอุปกรณ์เคลื่อนที่,การพัฒนาโปรแกรมประยุกต์เชิงมัลติมีเดีย,การวิเคราะห์และออกแบบระบบ,การสื่อสารภาษาอังกฤษเพื่อการนำเสนอผลงานด้านเทคโนโลยีคอมพิวเตอร์,การสื่อสารภาษาอังกฤษเพื่อการวิเคราะห์เชิงวิชาการด้านเทคโนโลยีคอมพิวเตอร์,การสื่อสารภาษาอังกฤษเพื่อวัตถุประสงค์ด้านเทคโนโลยีคอมพิวเตอร์,การออกแบบและวิเคราะห์อัลกอริทึม,การเขียนภาษาอังกฤษเพื่อการสื่อสารอย่างมีประสิทธิภาพ,การเขียนโปรแกรมเชิงวัตถุ,การเมือง เศรษฐกิจ  และสังคม,การโปรแกรมบนอินเทอร์เน็ต,คณิตศาสตร์สำหรับวิทยาศาสตร์,คณิตศาสตร์เต็มหน่วยสำหรับวิทยาการคอมพิวเตอร์,คณิตศาสตร์และสถิติในชีวิตประจำวัน,ความมั่นคงปลอดภัยของระบบเครือข่าย,ความรู้พื้นฐานด้านหุ่นยนต์,คอมพิวเตอร์กราฟิกและแอนิเมชัน,คอมพิวเตอร์สารสนเทศขั้นพื้นฐาน,ชีววิทยาเบื้องต้น,ดนตรีวิถีไทยศึกษา,ทักษะชีวิต,ทักษะภาษาไทย,ประชากรและการอนามัยเจริญพันธุ์,ประวัติและพัฒนาการของเทคโนโลยีคอมพิวเตอร์,ประเพณีไทยและศาสนาในไทย,ปรัชญาวิทยาศาสตร์,ปัญญาประดิษฐ์,พลังงานและเทคโนโลยีใกล้ตัว,พีชคณิตเชิงเส้นและการประยุกต์,พื้นฐานทางการเขียนโปรแกรม,ฟิสิกส์เบื้องต้น,ภาพพิมพ์,ภาษา สังคม และวัฒนธรรม,ภาษาอังกฤษพัฒนา,ภาษาอังกฤษพื้นฐาน,ภาษาอังกฤษเชิงวิชาการ,ภาษาโปรแกรม,มนุษย์กับสิ่งแวดล้อม,ระบบฐานข้อมูล,ระบบปฏิบัติการ,วิถีชีวิตในยุคดิจิทัล,วิทยาศาสตร์ข้อมูล,วิธีการเชิงตัวเลข,วิศวกรรมซอฟต์แวร์,สถาปัตยกรรมคอมพิวเตอร์,สถิติวิเคราะห์,สัมมนา,หัวข้อพิเศษทางวิทยาการคอมพิวเตอร์,เคมีทั่วไป,เคมีเบื้องต้น,เครือข่ายคอมพิวเตอร์และการสื่อสารข้อมูล,เทคนิคการทำเหมืองข้อมูล,เทคโนโลยีมัลติมีเดียและเว็บ,เว็บเทคโนโลยี,แคลคูลัส,แคลคูลัสสำหรับวิทยาศาสตร์,โครงสร้างข้อมูล,GPAจบ
2566,100281825,,,C,,,D+,,,,D+,D+,D+,C+,,A,C,,C+,F,D+,,,,D,,D,,,,B+,A,,,D,,D+,B,,,,,,,,B,F,C+,C+,,,C+,B,C,A,,C+,,D,,D+,,,D,D,2.09
2566,100281829,,,B+,,,,,,,B+,B+,B+,B+,C+,B,A,,B+,A,B+,,A,,,B+,B,,A,,C,A,,,A,,A,A,,,,,,,,A,B+,B,B,B+,D+,B+,A,A,A,,C+,,C+,C+,B+,,,B,C+,3.31
2566,100281858,,,,C,,,,B,,D,B,D+,C,D+,C+,C,,C,D+,C+,,C+,,,C+,D,,A,,C,A,,,D+,,C,C,,,,,,,,,C+,C,B,D+,F,C,C+,B+,A,,C,,F,,C,,,D+,D,2.17
2566,100281859,,A,B+,,A,A,,,,B+,B+,C+,B,C+,C+,C+,B,C+,A,C+,,,,A,,C,,,,A,A,,,B+,,A,B+,,,C,,,,,A,A,B+,B,B+,C,A,B+,A,A,,B,,D+,,C+,,,B,D,3.16
2566,100281866,,,B+,,,B,,,,B,B+,B,B+,C,B+,A,,C+,C,C+,C+,,,B,,C+,,,,B+,A,,,B,,B,B+,,,,,,,,,D,C+,,,,B,C+,A,A,,C+,,D+,,C+,,,C,D+,2.78
2566,100281887,B+,,,B,,,,C+,,D+,C+,D+,C+,D,C+,C,,C,D+,C,,D+,,,A,D+,,,,B+,A,,,D,,C,C+,,,,,,,,,C,C,C+,C,D,C,B,C+,B+,,C,,D,,C+,,,D,D,2.21
2566,100281892,,,C,B,,,,,,C+,C+,C+,A,D+,C+,B,B,C,D+,C,,,,,B+,C+,A,,,A,A,,,C,,C+,D+,,,C,,,,,A,B+,B+,B,C+,,B,B,A,B+,,C,,C,C,C,,,D+,D+,2.65
2566,100281894,,A,B,,,C,,,,C,C+,D,B,D+,D,D,,C+,D,D+,D+,,,B+,,C,,A,,B,A,,,C,A,D,D+,,,,,,,,,C,C+,B+,C,D,B,B+,C+,A,,C+,,F,,D,,,D+,D,2.23
2566,100281903,,,B,,,,,,,C,B+,C+,B,C+,B,A,,B,A,B,,B,,A,B,B,A,A,,C,A,,,B+,,A,B,,,,,,,,A,B+,B,,,B,B,B+,A,A,,C+,,C,C+,A,,,C,C+,3.2
2566,100281906,,,B+,,A,B+,,,,B+,B,B+,B+,C+,B+,B,,A,C+,C+,,,,A,A,C+,,A,,C+,A,,,C+,,B,C+,,,,,,,,,C+,C+,C+,B,,B+,B,A,A,,C,,C,,C+,,,D+,C+,3.03
2566,100281937,A,,B+,B,,,,,,C,B+,C,B,D+,B,D,,C,F,C,,,,,B,C,,A,,A,A,,,D+,,D,D+,,,C+,,,,,A,C+,B,,C,F,C+,B+,A,B+,,C+,,F,C+,C,,,D+,C,2.63
2566,100281946,,,B,B,,,,A,,B,A,B,A,C,B,C,,C+,B+,C+,,,,,B+,D+,B,,,B,A,,,B+,,B,C+,,,,,,,,A,C+,B,A,C+,,B+,B+,A,B,,C,,C+,C+,,,,C,C,2.91
2566,100281955,,,,D+,B,,,C,,D+,D+,D+,B,D,B+,D+,,C,D,C,,,,,,C,C+,A,,C+,A,,,D,,D+,D+,,,,,,,,A,,C,B,D+,,C,D,B+,B+,,D+,,F,D+,C,,,D,D,2.14
2566,100281958,B,,C,B,,,,,,D+,B+,B,B+,D+,B,C,,C,D,C+,,,,,,C,,A,,A,A,,,C,A,D+,D+,,,C,,,,,,C,C+,B,D+,F,C,C+,B,A,,C,,F,C+,C,,,D+,D,2.36
2566,100281963,,C,C+,,A,C+,,,,D,B,C,C+,D+,C,D+,C+,C+,D+,C,D+,,,B+,B,C,,,,B+,A,,,C,,D+,D+,,,,,,,,,D+,C+,B,C,,B,B,B+,A,,C+,,D+,,D,,,D,D+,2.21
2566,100281968,,,B,,,,,B,,B+,C,B+,B,C,B,A,,C,A,C,,,,,B+,C+,,A,,B+,A,,,B,,A,A,,,,,,,,A,A,B,C+,A,C,B,B+,A,B,,C+,,B+,B,C+,,,C+,B+,3.24
2566,100281970,,,,,,C,,,,B,B+,B,B,C,,B+,,C+,B,D,C,,,A,B,D,,,,B,A,,,B+,,C+,B,,,,,,,,,D+,D,C+,C+,,B,B,C+,A,,C+,,C,,C+,,,C,D,2.41
2566,100281972,,,B+,B,,B,,C+,,A,A,B+,B,B,C,A,,C+,D+,C,,,,,C+,C+,,A,,A,A,,,B+,,C,A,,,,,,,,,C+,B,,,,B+,A,A,A,,C+,,C+,,B,,,D+,F,3.01
2566,100281976,,,B+,,,,,,,B+,B+,B,A,C,B,A,,B+,C+,B,,C+,,A,,B,,A,,B,A,,,C+,,B+,C+,,,,,,,,A,A,B,B,,D,B,A,A,A,,B,,C,C,A,,,C,C+,3.15
2566,100281989,,,B+,,,,,B+,,C+,B,B,C+,D+,D+,C,,C+,D+,D,,B,,,B+,C+,,,,C+,A,,,B,,C+,C,,,,,,,,A,B,C+,C+,A,D,B,C+,C+,A,,C,,C,C,,,,F,D+,2.53
2566,100281991,,,B,,,C+,,,,B,B,B,B,D+,B,B+,,C,C,C,C,,,B,B,C+,,,,B+,A,,,C,,D+,C+,,,,,,,,,C,C+,A,,,B,C+,B+,A,,C+,,D+,,B+,,,D+,C+,2.6
2566,100281992,,,C+,C,,,,B,,D+,A,C,C+,C,B+,C+,,C,C+,C,C+,,,,,C,A,,,B+,A,,,C,,C+,C,,,,,,,,A,A,C+,C,B+,C+,C+,B+,A,B+,,C+,,D+,,C,,,D+,D,2.65
2566,100282004,,,C,C+,,,,,,,C,C,C+,D+,C,D,B,B,,C,,,,,C,C,B+,,,B+,A,,,D,,D,F,,,,,,,,A,D,C+,C+,C+,,C+,C+,C+,B+,,C,,,D+,D+,,,D,D,2.12
2566,100282007,A,,B+,B+,,A,,C,,A,A,B,B+,C,C+,A,,B,B,C,,,,,A,C+,B+,A,,B+,A,,,B,,A,A,,,,,,,,,B,B,B,,,B,B+,A,A,,C,,C,,B,,,C,D+,3.11
2566,100282008,,,B,,,B+,,B,,C+,A,B+,B,B,C+,A,,C,C,C,,,,,B+,D,,A,,C,A,,,B+,,C+,B+,,,,,,,,A,A,C,,B+,D+,B,C+,A,B+,,D+,,C+,,C+,,,C,B,2.98
2566,100282013,,,A,,,,,,,B,B,C+,B,B,C+,A,,C,B+,C+,,A,,,,C,,A,,C,A,,,C+,,B,A,,,,,,,,A,A,B+,B,B,,C+,A,A,A,,C,,B,C,A,,,C,B+,3.07
2566,100282014,,,C+,,A,C+,,,,D+,B,D+,C,C,C+,D,,C+,D+,D+,,,,A,,C,,,,A,A,,,B,,D+,D+,,,D+,,,,,,C+,C,C+,B,D+,B+,B,A,A,,B,,D+,,C+,,,C,D,2.45
2566,100282015,,,C+,B+,,C,,,,C+,D+,D+,C+,D,B+,D+,,C+,F,C,,,,,B,C+,,A,,A,A,,,D+,,D+,D+,,,,,,,,,D+,D+,B,B,,C+,C+,A,A,,C,,D,,D+,,,D+,D+,2.44
2566,100282017,,,,B,,,,A,,C,A,A,A,D+,B,B+,,C+,C+,C+,C+,B,,,B,D+,,B+,,,A,,,C,,C,C,,,,,,,,,A,C,A,C+,,C+,B,B,A,,D+,,D+,,C+,,,D+,C+,2.71
2566,100282022,,,C,B+,,,,C+,,D,D+,D,B,D,C+,C+,,C,D,D+,,,,,,C,,A,,C,A,,,F,,C,C,,,,,,,,B+,B,C+,B,C,,C+,C+,B+,C,,D+,,F,D+,,,,C,D,2.26
2566,100282048,,,,B,B+,,,C,,C,C,D,C+,D,B,D+,,C,F,D,,C,,,C+,C,,A,,D+,A,,,D,,F,D,,,,,,,,,B+,C+,B+,D,,C,B,B,A,,C+,,F,,D,,,F,,2.31
2566,100282050,,,C+,,,,,,,D,B,D,B,,B,C,,C+,,B,C+,D+,,C+,,C,A,A,,C+,A,,,D,,C,C,,,,,,,,A,B+,C+,,,D+,B,A,A,A,,C+,,F,C+,D+,,,D,D,2.52
2566,100282057,,,B,,A,C+,,,,C,C+,C+,B,C,B,C,C+,C+,C+,C,,,,A,C+,D+,,,,A,A,,,B,,C,B,,,,,,,,B+,C+,C+,B,B,D+,B+,B,A,A,,B,,C,,C,,,D+,D+,2.68
2566,100282067,,,B+,,,,,,,B+,A,B+,A,B,B+,A,,B,B,B+,C,A,,,,B,,A,,B+,A,,,A,,B+,B,,,,,,,,A,B+,B,,B+,D+,A,A,A,A,,C+,,B,C+,A,,,C,C+,3.37
2566,100282069,,,B,B,,B+,,,,B,B+,B,B+,D+,B+,B,,C+,C+,B,,,,,B+,C+,,A,,B+,A,,,B,,B,B,,,,,,,,A,B,B,B,B,,B,A,A,A,,C+,,D+,,C+,,,C,C,3.02
2566,100282070,,A,B,,A,A,,,,B,B+,B,B+,C+,C+,B,,C+,C+,C+,,,,A,,C+,,,,A,A,,,A,,B,C+,,,,,,,,,B,B,B+,B,C,A,A,A,A,,B+,,C,,C,,,C,C+,3.12
2566,100282075,,A,B+,,A,B,,,,B+,B+,C+,A,B,B+,B,,A,D,C+,,,,A,B+,C+,,A,,B,A,,,A,,C,C,,,,,,,,,C+,B,B,A,C+,A,A,A,A,,C,,B,,C+,,,D+,C+,3.1
2566,100282127,,,B+,B+,,,,,,C+,A,B,B,C+,B+,B,,C+,D+,C,,,,,,C+,,A,,B+,A,,,D+,,C,C,,,C,,,,,A,B,B,B,A,D+,B+,A,A,A,,C+,,C,C+,C+,,,D,B,2.88
2566,100282140,,B+,C+,,C+,C+,,,,A,C,B,B,D+,C+,B,,A,C,C,,,,C+,C+,C,,A,,C+,A,,,C,,D,C+,,,,,,,,,B+,C+,,B,,B+,A,A,B+,,C,,C,,C+,,,D,D+,2.61
2566,100282141,,,B,B,,,,C,,D,B+,C,C+,D+,B+,B+,,C,C+,C,,,,,,D+,A,,,B,A,,,C+,,A,B+,,,,,,,,A,C+,C,B,B,D+,C+,B,A,B+,,C+,,D+,,C+,,,C+,D,2.72
2566,100282142,,,C+,,B+,C+,,,,C+,C+,C,A,C,B+,C,,A,D,C+,,,,A,B,C+,,,,B,A,,,D,,C,D+,,,,,,,,,B+,C+,C+,D+,C,C,A,A,A,,C,,D,,C+,,,D+,D+,2.53
2566,100282146,,,B,,,C,,,,,C+,C,B+,D,B+,A,,B,D+,D+,C+,,,C,B,D,,,,B+,A,,,C,,C+,A,,,,,,,,,D,C+,,,,B+,B+,C+,A,,C+,,,,C+,,,D+,D+,2.49
2566,100282150,,,,C+,,,,D+,,D+,C+,C,D+,D+,D+,D+,,C,D+,D+,,B,,,,D+,A,A,,,A,,,C+,A,D+,F,,,,,,,,A,C+,C,B,C,,C,D+,C+,A,,D+,,D,D+,,,,D+,D,2.19
2566,100282158,,,C+,B,,,,A,,C+,B+,B+,A,C,B+,A,,C,C,D+,,,,,,D,B+,,,B+,A,,,B+,,C,B,,,,,,,,A,C+,D+,B,B+,D,B,C+,B+,B+,,C+,,C,,C+,,,D+,C+,2.7
2566,100282167,,,B+,,,B+,,B,,B,B+,D+,C+,C,C+,A,,C,C+,D+,,,,,B,C+,,A,,C,A,,,C,,C+,B,,,,,,,,A,B,B,B,B,,B,B,A,B+,,C+,,C,,C+,,,C,D,2.79
2566,100282172,,,B,B,,A,,,,B,C+,C+,B,D+,B+,B,,C+,C,B,,,,,B,C+,A,A,,A,A,,,C,,C+,B+,,,,,,,,A,B,B,B,C+,,B,A,A,A,,C+,,D+,,C+,,,D+,D+,2.95
2566,100282177,,A,B,C+,,A,,A,,B,A,B,B,C,B,A,,C,C+,C,,,,,B+,C,,A,,B,A,,,C+,,C+,B+,,,,,,,,A,B,C+,B,,,B,B,A,A,,C,,C+,,B+,,,C,A,3.03
2566,100282178,,,B+,,,,,,,A,A,B+,A,B+,B,A,,A,A,B+,B,A,,A,,B+,A,,,B+,A,,,A,,A,C+,,,,,,,,A,A,B+,,,B,A,A,A,A,,C+,,C+,C+,A,,,C+,C+,3.54
2566,100282180,,,B+,,,A,,,,B,A,A,B,C,B+,A,D+,C,D+,D+,,A,,,B+,D,,A,,C+,A,,,B,,C+,A,,,C+,,,,,A,B,C,B,B+,,B+,C+,A,A,,C,,B,,A,,,D+,F,2.93
2566,100282183,,,B+,B+,,A,,A,,A,B+,B,B+,B+,B+,A,,B,A,B,,,,,A,C+,,A,,A,A,,,B,,B,B+,,,,,,,,,B,B,B,,,B,A,A,A,,C+,,B,,C+,,,C,C+,3.32
2566,100282184,,,,C+,B,,,C+,,B,B+,B,B,C,C+,A,,C,C,C,,,,,,C,,A,,C+,A,,,C,,C+,B+,,,C,,,,,,,C,B,A,,B,D+,B+,C+,,C,,D,C,A,,,C,C+,2.66
2566,100282185,,,B,,,C+,,,,,C,B,B,D,C+,C+,,C,F,D,B,,,C,,F,,,,B+,A,,,C,,C,C+,,,,,,,,B+,D+,C,A,,,C+,D+,C+,A,,C+,,,,C,,,D+,D,2.37
2566,100282190,,,C+,C+,,C,,,,D+,C,D+,B,D+,B,D,,C+,F,C,,,,,,C+,,A,,B+,A,,,F,,F,D,,,,,,,,A,C,D+,B+,D+,,C,B,B+,B+,,C+,,F,,D+,,,D,D,2.28
2566,100282214,,,B+,A,,,,,,B,A,B,B,C,B+,C,,C,C+,B,,,,,,C+,,A,,A,A,,,C+,,B,C,,,C,,,,,A,B,C,,B,D+,C+,A,A,A,,C,,C,B+,C+,,,C,C+,2.92
2566,100282216,,,B+,,C+,B,,,,B,B+,B,A,D+,C,C+,,A,F,C,,,,B,,D+,,A,,C+,A,,,C,,D,C+,,,,,,,,A,C+,C+,B,C+,,C+,A,B,A,,C,,D+,,C+,,,C,F,2.63
2566,100282232,,A,A,,A,A,,,,A,A,A,A,A,A,A,,A,A,A,A,,,A,,A,,A,,,A,,,A,,A,A,,,,,,,,,A,B,,A,A,A,A,A,A,,A,,A,,A,,,A,A,3.97
2566,100282234,,,,C,B+,,,D+,,B,B+,B,B,C,B+,B,,C,C,C,,,,,B+,C,,A,,B+,A,,,C+,,B,C+,,,B,,,,,,,C+,B+,C,,C+,C,A,C+,,C,,D+,C,B+,,,C+,C+,2.71
2566,100282249,,,C+,B,,,,B+,,C+,D+,C,B,D+,B,C+,,C,D+,D+,,,,,,C,,A,,B,A,,,C,,C,D+,,,,,,,,A,C,C+,B,,,C,C+,B+,A,,C+,,D+,C,C,,,D+,D+,2.46
2566,100282260,,A,C+,B,,C+,,,,D,C,C,B,D+,B,D+,,B,F,C,,,,,,C+,,A,,B+,A,,,D,,C,D+,,,,,,,,B+,D,C+,,D+,,C,B+,A,A,,C,,F,,D+,,,D,D,2.34
2566,100282276,,,,B,,,,A,,C,B,C,B,D+,C+,C,,C,D,C,,B,,,,C,B+,A,,B,A,,,C,,D+,C+,,,D,,,,,A,C+,B,,C,F,B,C+,B+,A,,C,,D+,,C+,,,D,F,2.41
2566,100282279,,,C,A,,,,,,C,C+,C+,B,D+,C,B,B+,C+,C,C,C+,,,,B,C,,,,B+,A,,,C+,,C+,C,,,C+,,,,,,B+,C+,A,C+,,B,B,B,A,,C,,D+,C,C+,,,D+,D+,2.6
2566,100282283,,,A,A,,,,,,C,A,B,C+,C+,B,D,,C+,F,C+,,,,,B,C+,,A,,A,A,,,C,,D+,D+,,,C,,,,,,B,C,C+,B,D,B,B+,A,A,,C+,,D+,B,C+,,,D+,D+,2.59
2566,100282291,,,C+,,B+,C,,,,C+,C+,C,B+,D+,C,C,,A,F,D+,,,,B+,C+,C+,,A,,C+,A,,,C,,D+,D+,,,,,,,,,C+,C+,,C+,C+,B+,A,B,A,,C,,C,,C,,,D+,D,2.47
2566,100282295,B+,,A,,,A,,,,A,A,A,A,A,A,A,,B+,A,A,A,,,,,B+,,,,,A,,,A,,A,A,,,B,,,,,,A,B,,A,A,A,A,A,A,,B+,,A,B,A,,,A,A,3.84
2566,100282300,,,C+,B,,,,,,,C,D+,B,D+,C+,D,D+,C,F,C,,,,,C,D+,A,,,A,A,,,D,,D,F,,,D,,,,,A,D+,B,,C,,C,B,C+,A,,C+,,,D+,D,,,D,D,2.07
2566,100282301,,,B,B,,C,,,,D+,B,C,B,D+,B+,D,,B,F,C+,,,,,,C,,A,,B+,A,,,D+,,D+,D,,,,,,,,A,D+,C+,,B,,C+,B+,A,A,,C+,,D,,D,,,D,C,2.44
2566,100282306,,,B+,B,,C+,,,,C,C+,B,B+,D+,B+,C,,C,D+,B,,,,,C+,C+,A,A,,A,A,,,C,,C,C,,,,,,,,A,D,C+,,C,,B,B+,A,A,,C+,,D+,,C,,,D+,D+,2.68
2566,100282310,,A,B,,A,A,,,,A,A,B+,A,A,B,A,,B,B,C+,A,,,A,A,C+,,A,,A,A,,,A,,A,B+,,,,,,,,,C+,A,B,A,B,A,B+,A,A,,B,,C+,,B,,,C+,C+,3.45
2566,100282312,,,,,,,,,,B,B,C+,B+,C,B+,C+,,C,D,C,,,,C,B+,C,,,,A,A,,,B+,,C,C+,,,,,,,,,C,D+,C+,B,,A,B,B+,B+,,B,,C,C+,C+,,,D+,C+,2.59
2566,100282316,,,B+,C,,,,A,,A,A,A,A,C+,A,A,B,C,A,B,A,,,,A,C+,,,,B+,A,,,B+,,B,A,,,C+,,,,,,B,B,A,,B,B+,A,A,A,,C+,,C,C,B,,,D+,A,3.28
2566,100282328,,A,B,B,,A,,,,A,B+,B,B+,C+,B+,A,,B,C+,B,,,,,,C+,A,A,,A,A,,,C+,,A,A,,,,,,,,A,C+,C,,B,,B,B+,A,A,,C+,,C,,C,,,C+,C+,3.22
2566,100282334,,,B,,,,,,,D+,B+,C+,B+,D+,B,D,,C,C,C+,,,,B+,B+,C+,B+,A,,B,A,,,C+,,B+,C+,,,,,,,,A,C,C,C+,C+,,C+,B+,A,B+,,C,,D,C+,C+,,,D+,D+,2.56
2566,100282344,,,B,B+,,C,,D+,,D+,B+,C,B+,D+,C,D,,C+,D,C+,,,,,,C+,,A,,A,A,,,C+,,D+,D+,,,D+,,,,,,D+,C,C+,,,C+,B+,A,A,,B,,D,,D+,,,D,D+,2.34
2566,100282356,,,B,,,,,C,,B+,A,C,B,C+,A,B+,,C+,A,C,,,,A,,C+,A,,,A,A,,,A,,A,C,,,,,,,,A,B+,C+,C+,A,B+,A,B+,A,A,,B,,C,,C,,,C+,B,3.19
2566,100282359,,A,B+,B,,C+,,D,,C+,C+,B,B+,D+,B+,C,,C+,D+,C,,,,,C+,C+,A,A,,A,A,,,D,,D+,C,,,,,,,,A,C,B,,,,C+,B+,B+,A,,C+,,C,,C+,,,C,C,2.68
2566,100282360,,C,B,,B,B,,,,C,C+,B,B+,C+,C,A,,A,D,C,,,,A,C,C,,A,,C+,A,,,D+,,D+,C,,,,,,,,,C+,C,C+,B,,B,C+,A,A,,C,,C,,C+,,,D,D+,2.52
